"","year","ageGroup","sex","cause","deaths"
"1300",2012,"1 to 4","Female","Asthma",0.7
"1304",2004,"65 to 69","Female","Asthma",3.5
"1306",2005,"80 plus","Female","Asthma",3.1
"1317",2007,"45 to 49","Male","Asthma",14
"1318",2011,"40 to 44","Male","Asthma",1.3
"1320",2012,"60 to 64","Female","Asthma",12729.9
"1325",2009,"55 to 59","Male","Asthma",42.3
"1327",2009,"40 to 44","Female","Asthma",3046.4
"1328",2009,"35 to 39","Male","Asthma",2742.4
"1329",2008,"45 to 49","Male","Asthma",4391.9
"1331",2012,"5 to 9","Male","Asthma",0.7
"1334",2007,"5 to 9","Male","Asthma",0.9
"1337",2010,"5 to 9","Male","Asthma",0.7
"1341",2013,"5 to 9","Male","Asthma",0.7
"1342",2004,"35 to 39","Female","Asthma",2344.8
"1343",2007,"50 to 54","Female","Asthma",5276.3
"1344",2011,"1 to 4","Male","Asthma",1.6
"1345",2009,"50 to 54","Female","Asthma",5301.7
"1348",2004,"80 plus","Female","Asthma",3.2
"1352",2004,"60 to 64","Female","Asthma",3.7
"1356",2010,"50 to 54","Female","Asthma",2.7
"1359",2008,"35 to 39","Male","Asthma",6.6
"1361",2007,"65 to 69","Female","Asthma",14709.8
"1365",2013,"50 to 54","Male","Asthma",17.4
"1366",2009,"55 to 59","Female","Asthma",40.9
"1367",2004,"10 to 14","Male","Asthma",535.7
"1368",2004,"10 to 14","Female","Asthma",715.5
"1370",2012,"1 to 4","Female","Asthma",2.1
"1372",2004,"25 to 29","Male","Asthma",1430.4
"1378",2005,"35 to 39","Female","Asthma",2305.9
"1379",2008,"35 to 39","Female","Asthma",2256.3
"1394",2009,"80 plus","Female","Asthma",3
"1396",2005,"75 to 79","Male","Asthma",298.1
"1397",2010,"80 plus","Male","Asthma",375.1
"1400",2008,"5 to 9","Female","Asthma",1
"1401",2008,"60 to 64","Female","Asthma",11443.3
"1403",2012,"70 to 74","Male","Asthma",16202.1
"1407",2006,"50 to 54","Female","Asthma",21.7
"1409",2009,"35 to 39","Female","Asthma",2258.2
"1411",2004,"20 to 24","Female","Asthma",725.8
"1416",2010,"1 to 4","Female","Asthma",0.7
"1421",2007,"35 to 39","Female","Asthma",2270.3
"1422",2008,"40 to 44","Female","Asthma",3010.1
"1423",2005,"25 to 29","Female","Asthma",931.8
"1424",2010,"1 to 4","Male","Asthma",1.8
"1425",2005,"25 to 29","Male","Asthma",1440.6
"1435",2013,"70 to 74","Male","Asthma",189.7
"1436",2004,"45 to 49","Male","Asthma",1.6
"1438",2008,"75 to 79","Female","Asthma",269.8
"1439",2008,"60 to 64","Female","Asthma",74.8
"1440",2007,"20 to 24","Female","Asthma",0.6
"1441",2011,"1 to 4","Female","Asthma",0.7
"1442",2008,"65 to 69","Male","Asthma",16688.2
"1450",2007,"30 to 34","Female","Asthma",1030.4
"1460",2004,"20 to 24","Male","Asthma",883
"1475",2005,"70 to 74","Female","Asthma",211
"1476",2013,"75 to 79","Male","Asthma",263.8
"1481",2005,"15 to 19","Female","Asthma",0.6
"1484",2010,"75 to 79","Male","Asthma",13047.7
"1494",2013,"1 to 4","Male","Asthma",0.7
"1496",2010,"1 to 4","Female","Asthma",2.4
"1497",2005,"35 to 39","Male","Asthma",2695.1
"1499",2004,"75 to 79","Female","Asthma",3.5
"1501",2008,"30 to 34","Female","Asthma",1038.5
"1503",2007,"40 to 44","Female","Asthma",2967.1
"1504",2005,"20 to 24","Female","Asthma",709.5
"1519",2007,"75 to 79","Male","Asthma",288.1
"1521",2007,"35 to 39","Female","Asthma",6
"1522",2006,"15 to 19","Female","Asthma",0.6
"1523",2012,"20 to 24","Male","Asthma",1.5
"1526",2013,"75 to 79","Female","Asthma",16620.2
"1531",2004,"5 to 9","Male","Asthma",666
"1535",2007,"45 to 49","Female","Asthma",5478.4
"1539",2004,"15 to 19","Female","Asthma",654.9
"1540",2008,"30 to 34","Male","Asthma",1098.7
"1561",2008,"40 to 44","Male","Asthma",8.7
"1563",2004,"1 to 4","Male","Asthma",2.6
"1564",2009,"20 to 24","Male","Asthma",1.5
"1565",2009,"70 to 74","Female","Asthma",18636.4
"1567",2013,"80 plus","Male","Asthma",15154.8
"1570",2006,"50 to 54","Male","Asthma",20.6
"1571",2011,"60 to 64","Female","Asthma",71.2
"1574",2004,"15 to 19","Male","Asthma",581.6
"1576",2005,"30 to 34","Female","Asthma",1040.5
"1598",2004,"80 plus","Male","Asthma",429.1
"1600",2013,"65 to 69","Female","Asthma",112.2
"1604",2004,"1 to 4","Female","Asthma",3.6
"1608",2012,"30 to 34","Male","Asthma",2.3
"1609",2008,"80 plus","Female","Asthma",19295
"1610",2010,"50 to 54","Male","Asthma",18
"1611",2009,"45 to 49","Female","Asthma",18.1
"1612",2009,"60 to 64","Male","Asthma",79.1
"1615",2005,"20 to 24","Male","Asthma",880.8
"1640",2005,"75 to 79","Female","Asthma",279
"1641",2008,"80 plus","Female","Asthma",449.1
"1643",2008,"35 to 39","Male","Asthma",1.3
"1644",2012,"5 to 9","Male","Asthma",0.7
"1647",2012,"25 to 29","Female","Asthma",1.6
"1648",2013,"20 to 24","Female","Asthma",1.1
"1649",2012,"30 to 34","Female","Asthma",2.2
"1651",2010,"50 to 54","Female","Asthma",19.7
"1652",2010,"55 to 59","Male","Asthma",41.4
"1656",2009,"30 to 34","Female","Asthma",1043.4
"1680",2004,"60 to 64","Male","Asthma",2.9
"1682",2006,"80 plus","Female","Asthma",464.2
"1686",2005,"5 to 9","Male","Asthma",1
"1687",2013,"20 to 24","Male","Asthma",1.4
"1690",2012,"35 to 39","Female","Asthma",5.5
"1707",2013,"65 to 69","Male","Asthma",3
"1720",2007,"80 plus","Male","Asthma",396.7
"1723",2007,"60 to 64","Male","Asthma",83.4
"1724",2008,"35 to 39","Female","Asthma",5.9
"1726",2011,"5 to 9","Male","Asthma",0.7
"1727",2005,"5 to 9","Female","Asthma",1.2
"1728",2012,"60 to 64","Male","Asthma",13422
"1731",2012,"40 to 44","Male","Asthma",8.5
"1732",2009,"40 to 44","Male","Asthma",8.6
"1733",2013,"55 to 59","Female","Asthma",37.4
"1737",2009,"60 to 64","Female","Asthma",74.5
"1739",2009,"70 to 74","Male","Asthma",201.4
"1746",2013,"60 to 64","Female","Asthma",3.7
"1748",2010,"70 to 74","Male","Asthma",196.7
"1749",2009,"75 to 79","Male","Asthma",278.3
"1762",2009,"80 plus","Male","Asthma",2.3
"1763",2008,"75 to 79","Male","Asthma",282.2
"1764",2004,"40 to 44","Female","Asthma",9.6
"1766",2004,"15 to 19","Female","Asthma",0.6
"1767",2006,"10 to 14","Female","Asthma",1.1
"1768",2007,"5 to 9","Female","Asthma",1
"1771",2013,"35 to 39","Female","Asthma",5.4
"1774",2009,"45 to 49","Male","Asthma",13.5
"1781",2009,"75 to 79","Female","Asthma",268.8
"1782",2006,"55 to 59","Female","Asthma",43.4
"1786",2010,"55 to 59","Female","Asthma",39.4
"1792",2009,"70 to 74","Female","Asthma",202.1
"1794",2009,"80 plus","Male","Asthma",383.7
"1797",2013,"75 to 79","Male","Asthma",2.8
"1801",2004,"75 to 79","Female","Asthma",283.2
"1804",2008,"60 to 64","Male","Asthma",81.2
"1806",2011,"35 to 39","Male","Asthma",1.3
"1813",2009,"40 to 44","Female","Asthma",8.7
"1814",2013,"40 to 44","Male","Asthma",8.5
"1815",2012,"55 to 59","Female","Asthma",37.9
"1821",2006,"55 to 59","Male","Asthma",45.5
"1824",2009,"80 plus","Female","Asthma",448.7
"1826",2011,"40 to 44","Female","Asthma",8.4
"1827",2012,"55 to 59","Male","Asthma",40.3
"1828",2012,"45 to 49","Female","Asthma",17.2
"1843",2007,"75 to 79","Female","Asthma",273.3
"1844",2013,"70 to 74","Female","Asthma",3.9
"1846",2010,"50 to 54","Male","Asthma",1.4
"1847",2004,"25 to 29","Male","Asthma",3
"1850",2004,"60 to 64","Male","Asthma",12623.5
"1859",2013,"80 plus","Female","Asthma",23937.4
"1865",2013,"60 to 64","Female","Asthma",69.3
"1866",2012,"50 to 54","Female","Asthma",18.7
"1873",2006,"40 to 44","Female","Asthma",9.1
"1874",2006,"45 to 49","Male","Asthma",14.3
"1876",2012,"60 to 64","Female","Asthma",70.3
"1881",2004,"75 to 79","Male","Asthma",308.7
"1884",2013,"70 to 74","Female","Asthma",189.6
"1886",2010,"60 to 64","Female","Asthma",72.4
"1887",2005,"80 plus","Female","Asthma",17719.9
"1889",2005,"20 to 24","Male","Asthma",0.7
"1890",2005,"55 to 59","Female","Asthma",8048.7
"1891",2004,"60 to 64","Female","Asthma",11617.8
"1895",2011,"80 plus","Female","Asthma",21815.3
"1898",2006,"80 plus","Male","Asthma",13369.8
"1905",2013,"60 to 64","Male","Asthma",2.6
"1911",2006,"35 to 39","Female","Asthma",6.2
"1912",2006,"40 to 44","Male","Asthma",9
"1915",2013,"65 to 69","Male","Asthma",136.3
"1917",2013,"45 to 49","Female","Asthma",3.6
"1918",2013,"50 to 54","Male","Asthma",1.4
"1919",2013,"50 to 54","Female","Asthma",2.7
"1923",2013,"80 plus","Female","Asthma",442.1
"1924",2005,"80 plus","Male","Asthma",420
"1925",2008,"80 plus","Male","Asthma",389.1
"1927",2007,"40 to 44","Female","Asthma",8.9
"1931",2005,"60 to 64","Male","Asthma",12309.1
"1938",2013,"25 to 29","Female","Asthma",1.6
"1947",2006,"25 to 29","Female","Asthma",2
"1948",2006,"30 to 34","Male","Asthma",2.5
"1949",2006,"30 to 34","Female","Asthma",2.5
"1955",2006,"45 to 49","Female","Asthma",18.9
"1957",2010,"40 to 44","Female","Asthma",8.6
"1958",2010,"45 to 49","Male","Asthma",13.3
"1959",2010,"45 to 49","Female","Asthma",17.9
"1960",2013,"80 plus","Male","Asthma",2.2
"1968",2007,"55 to 59","Female","Asthma",42.6
"1969",2004,"40 to 44","Male","Asthma",9.4
"1973",2013,"25 to 29","Male","Asthma",2.6
"1977",2006,"75 to 79","Female","Asthma",13642.5
"1978",2008,"70 to 74","Male","Asthma",15832.9
"1980",2008,"75 to 79","Male","Asthma",12847.7
"1982",2008,"80 plus","Male","Asthma",13645.9
"1983",2011,"35 to 39","Male","Asthma",6.5
"1984",2011,"35 to 39","Female","Asthma",5.7
"1985",2011,"40 to 44","Male","Asthma",8.4
"1986",2006,"25 to 29","Male","Asthma",2.9
"1993",2009,"35 to 39","Male","Asthma",6.6
"1994",2009,"35 to 39","Female","Asthma",5.8
"1996",2013,"45 to 49","Male","Asthma",1.5
"2000",2013,"55 to 59","Male","Asthma",2.1
"2001",2009,"65 to 69","Male","Asthma",146.6
"2006",2004,"70 to 74","Female","Asthma",215.2
"2009",2008,"55 to 59","Female","Asthma",41.5
"2014",2006,"70 to 74","Male","Asthma",15714.8
"2019",2008,"70 to 74","Female","Asthma",18164.2
"2021",2008,"75 to 79","Female","Asthma",14570.1
"2023",2012,"35 to 39","Male","Asthma",6.5
"2025",2012,"50 to 54","Male","Asthma",17.6
"2032",2009,"30 to 34","Female","Asthma",2.4
"2036",2010,"40 to 44","Male","Asthma",8.5
"2039",2012,"40 to 44","Female","Asthma",8.2
"2040",2010,"60 to 64","Male","Asthma",77.2
"2041",2010,"65 to 69","Female","Asthma",117
"2042",2010,"65 to 69","Male","Asthma",143.3
"2043",2013,"65 to 69","Female","Asthma",3.6
"2047",2007,"70 to 74","Female","Asthma",207
"2050",2009,"40 to 44","Male","Asthma",1.3
"2052",2005,"15 to 19","Male","Asthma",0.6
"2053",2004,"1 to 4","Male","Asthma",0.7
"2055",2006,"70 to 74","Female","Asthma",17260.2
"2056",2006,"75 to 79","Male","Asthma",12461.7
"2057",2008,"65 to 69","Female","Asthma",14699.3
"2058",2004,"5 to 9","Male","Asthma",1.1
"2062",2013,"70 to 74","Male","Asthma",16367.7
"2065",2007,"80 plus","Female","Asthma",18512.2
"2066",2005,"65 to 69","Male","Asthma",17274.8
"2075",2013,"40 to 44","Female","Asthma",2.6
"2089",2007,"80 plus","Female","Asthma",451.3
"2093",2010,"15 to 19","Male","Asthma",0.8
"2097",2012,"20 to 24","Female","Asthma",1.1
"2098",2012,"5 to 9","Female","Asthma",0.9
"2102",2011,"65 to 69","Male","Asthma",16680.6
"2103",2011,"65 to 69","Female","Asthma",14789.8
"2104",2011,"70 to 74","Male","Asthma",15962
"2105",2011,"70 to 74","Female","Asthma",18909.6
"2106",2013,"20 to 24","Male","Asthma",0.7
"2107",2005,"1 to 4","Male","Asthma",0.7
"2108",2010,"20 to 24","Male","Asthma",1.5
"2109",2007,"70 to 74","Male","Asthma",15922.4
"2120",2012,"45 to 49","Male","Asthma",13
"2127",2004,"80 plus","Female","Asthma",482.4
"2128",2006,"60 to 64","Female","Asthma",77.5
"2130",2010,"70 to 74","Female","Asthma",198.6
"2132",2007,"40 to 44","Male","Asthma",8.8
"2134",2009,"30 to 34","Female","Asthma",1
"2137",2008,"1 to 4","Female","Asthma",0.7
"2139",2009,"5 to 9","Male","Asthma",0.7
"2140",2011,"5 to 9","Female","Asthma",0.9
"2141",2011,"60 to 64","Female","Asthma",12231.6
"2142",2010,"15 to 19","Female","Asthma",0.6
"2143",2006,"15 to 19","Female","Asthma",1.1
"2144",2006,"20 to 24","Male","Asthma",1.6
"2145",2006,"20 to 24","Female","Asthma",1.4
"2148",2011,"15 to 19","Male","Asthma",0.8
"2149",2011,"15 to 19","Female","Asthma",0.9
"2153",2004,"10 to 14","Male","Asthma",0.9
"2157",2012,"65 to 69","Male","Asthma",16774.7
"2158",2012,"65 to 69","Female","Asthma",14954.1
"2166",2012,"65 to 69","Female","Asthma",113.2
"2171",2011,"70 to 74","Male","Asthma",192.8
"2175",2007,"1 to 4","Male","Asthma",0.7
"2177",2008,"30 to 34","Female","Asthma",2.4
"2181",2010,"15 to 19","Male","Asthma",0.5
"2186",2011,"25 to 29","Female","Asthma",0.8
"2191",2008,"5 to 9","Male","Asthma",0.7
"2193",2009,"5 to 9","Female","Asthma",0.8
"2197",2007,"10 to 14","Female","Asthma",1
"2198",2007,"15 to 19","Male","Asthma",0.9
"2199",2004,"65 to 69","Male","Asthma",17453.3
"2206",2004,"50 to 54","Male","Asthma",22.4
"2207",2013,"75 to 79","Female","Asthma",3.6
"2209",2006,"60 to 64","Male","Asthma",85.9
"2210",2010,"75 to 79","Male","Asthma",270.9
"2211",2013,"80 plus","Female","Asthma",3
"2212",2013,"70 to 74","Male","Asthma",2.9
"2214",2008,"35 to 39","Female","Asthma",2
"2216",2010,"5 to 9","Female","Asthma",0.9
"2219",2005,"25 to 29","Female","Asthma",2
"2222",2005,"10 to 14","Male","Asthma",0.8
"2225",2005,"60 to 64","Female","Asthma",11455.8
"2231",2008,"55 to 59","Male","Asthma",9111.8
"2233",2004,"10 to 14","Female","Asthma",1.1
"2237",2008,"10 to 14","Male","Asthma",0.7
"2245",2005,"35 to 39","Male","Asthma",6.8
"2246",2005,"35 to 39","Female","Asthma",6.3
"2247",2013,"60 to 64","Male","Asthma",74.3
"2249",2010,"60 to 64","Male","Asthma",2.6
"2252",2010,"80 plus","Female","Asthma",443.4
"2254",2005,"50 to 54","Female","Asthma",22.3
"2256",2007,"30 to 34","Female","Asthma",2.5
"2261",2005,"10 to 14","Female","Asthma",1.1
"2262",2012,"30 to 34","Male","Asthma",0.7
"2264",2010,"10 to 14","Male","Asthma",0.7
"2266",2010,"40 to 44","Male","Asthma",1.3
"2271",2004,"20 to 24","Female","Asthma",1.5
"2272",2012,"25 to 29","Female","Asthma",0.8
"2273",2008,"20 to 24","Female","Asthma",0.6
"2274",2011,"25 to 29","Male","Asthma",1
"2276",2007,"10 to 14","Male","Asthma",0.7
"2278",2008,"55 to 59","Female","Asthma",8547.9
"2280",2004,"65 to 69","Female","Asthma",14088.1
"2281",2004,"70 to 74","Male","Asthma",15719
"2282",2004,"70 to 74","Female","Asthma",16687.8
"2283",2004,"75 to 79","Male","Asthma",12499.9
"2287",2005,"40 to 44","Male","Asthma",9.2
"2289",2007,"50 to 54","Male","Asthma",19.7
"2290",2007,"55 to 59","Male","Asthma",44.4
"2291",2013,"55 to 59","Female","Asthma",3.3
"2295",2009,"35 to 39","Female","Asthma",2
"2297",2008,"55 to 59","Male","Asthma",42.8
"2301",2011,"30 to 34","Male","Asthma",0.7
"2304",2011,"20 to 24","Female","Asthma",0.6
"2305",2008,"50 to 54","Female","Asthma",5249.6
"2308",2007,"30 to 34","Male","Asthma",2.4
"2309",2013,"40 to 44","Male","Asthma",1.4
"2310",2011,"20 to 24","Male","Asthma",0.6
"2312",2007,"20 to 24","Male","Asthma",0.7
"2313",2007,"15 to 19","Female","Asthma",0.6
"2314",2009,"20 to 24","Female","Asthma",0.6
"2317",2008,"20 to 24","Female","Asthma",1.3
"2318",2006,"10 to 14","Female","Asthma",1
"2324",2004,"75 to 79","Female","Asthma",12880.6
"2325",2004,"80 plus","Male","Asthma",12949.2
"2326",2004,"80 plus","Female","Asthma",17320.5
"2330",2007,"50 to 54","Female","Asthma",20.9
"2338",2010,"45 to 49","Female","Asthma",3.6
"2339",2008,"50 to 54","Female","Asthma",20.3
"2341",2006,"25 to 29","Male","Asthma",1
"2342",2004,"35 to 39","Male","Asthma",6.9
"2343",2009,"35 to 39","Male","Asthma",1.3
"2344",2005,"25 to 29","Male","Asthma",2.9
"2345",2012,"20 to 24","Female","Asthma",0.6
"2347",2007,"25 to 29","Female","Asthma",1.9
"2348",2008,"25 to 29","Female","Asthma",1.8
"2349",2008,"30 to 34","Male","Asthma",2.4
"2353",2008,"15 to 19","Female","Asthma",0.6
"2354",2008,"20 to 24","Male","Asthma",0.7
"2355",2010,"10 to 14","Female","Asthma",0.9
"2356",2007,"15 to 19","Male","Asthma",0.5
"2357",2007,"20 to 24","Male","Asthma",1.6
"2358",2004,"5 to 9","Female","Asthma",0.9
"2359",2005,"5 to 9","Female","Asthma",0.8
"2360",2013,"20 to 24","Female","Asthma",0.6
"2361",2009,"20 to 24","Female","Asthma",1.3
"2362",2009,"25 to 29","Male","Asthma",2.8
"2363",2009,"25 to 29","Female","Asthma",1.8
"2364",2005,"75 to 79","Male","Asthma",12448.7
"2365",2005,"75 to 79","Female","Asthma",13237.2
"2366",2005,"80 plus","Male","Asthma",13147.4
"2373",2011,"65 to 69","Female","Asthma",114.2
"2380",2008,"50 to 54","Male","Asthma",19.1
"2384",2010,"40 to 44","Female","Asthma",2.5
"2385",2004,"15 to 19","Male","Asthma",0.6
"2386",2009,"25 to 29","Male","Asthma",1
"2388",2007,"25 to 29","Male","Asthma",2.8
"2389",2013,"35 to 39","Male","Asthma",1.4
"2394",2009,"15 to 19","Female","Asthma",0.6
"2395",2012,"25 to 29","Male","Asthma",1
"2396",2007,"20 to 24","Female","Asthma",1.3
"2397",2006,"5 to 9","Female","Asthma",0.8
"2398",2006,"10 to 14","Male","Asthma",0.8
"2401",2005,"1 to 4","Female","Asthma",0.7
"2402",2005,"5 to 9","Male","Asthma",0.8
"2403",2007,"70 to 74","Female","Asthma",17903
"2404",2009,"30 to 34","Male","Asthma",2.4
"2408",2010,"35 to 39","Male","Asthma",6.5
"2412",2007,"35 to 39","Male","Asthma",6.7
"2414",2006,"30 to 34","Female","Asthma",1
"2416",2005,"50 to 54","Male","Asthma",21.5
"2417",2010,"45 to 49","Male","Asthma",1.5
"2420",2004,"25 to 29","Male","Asthma",1
"2422",2005,"25 to 29","Female","Asthma",0.8
"2423",2006,"25 to 29","Female","Asthma",0.8
"2424",2004,"30 to 34","Female","Asthma",2.7
"2425",2007,"5 to 9","Female","Asthma",0.8
"2429",2008,"25 to 29","Male","Asthma",2.8
"2430",2013,"35 to 39","Female","Asthma",2.2
"2431",2010,"30 to 34","Male","Asthma",2.3
"2433",2007,"10 to 14","Female","Asthma",1
"2434",2008,"15 to 19","Male","Asthma",0.5
"2435",2004,"10 to 14","Male","Asthma",0.8
"2443",2006,"5 to 9","Male","Asthma",0.8
"2444",2007,"75 to 79","Male","Asthma",12751.2
"2445",2007,"75 to 79","Female","Asthma",14138.7
"2446",2007,"80 plus","Male","Asthma",13391.7
"2454",2006,"30 to 34","Male","Asthma",0.7
"2455",2004,"35 to 39","Female","Asthma",6.6
"2463",2007,"15 to 19","Female","Asthma",1.1
"2466",2010,"25 to 29","Female","Asthma",0.8
"2468",2008,"20 to 24","Male","Asthma",1.6
"2471",2010,"25 to 29","Female","Asthma",1.7
"2473",2011,"10 to 14","Female","Asthma",0.9
"2474",2009,"10 to 14","Female","Asthma",1.1
"2475",2009,"20 to 24","Male","Asthma",0.7
"2483",2007,"1 to 4","Female","Asthma",0.7
"2487",2010,"30 to 34","Female","Asthma",2.3
"2489",2005,"20 to 24","Female","Asthma",0.5
"2492",2004,"30 to 34","Male","Asthma",2.6
"2494",2012,"20 to 24","Male","Asthma",0.6
"2495",2013,"25 to 29","Male","Asthma",1
"2497",2005,"30 to 34","Female","Asthma",2.6
"2501",2005,"25 to 29","Male","Asthma",1
"2507",2005,"30 to 34","Male","Asthma",0.7
"2509",2013,"25 to 29","Female","Asthma",0.8
"2510",2013,"30 to 34","Female","Asthma",1.1
"2512",2007,"10 to 14","Male","Asthma",0.8
"2516",2010,"35 to 39","Female","Asthma",5.8
"2517",2005,"10 to 14","Female","Asthma",1.2
"2520",2012,"15 to 19","Female","Asthma",0.6
"2528",2004,"20 to 24","Female","Asthma",0.5
"2529",2009,"15 to 19","Male","Asthma",0.5
"2530",2011,"30 to 34","Female","Asthma",2.3
"2532",2004,"20 to 24","Male","Asthma",1.6
"2535",2006,"1 to 4","Female","Asthma",0.7
"2536",2010,"20 to 24","Female","Asthma",1.2
"2537",2006,"35 to 39","Male","Asthma",6.8
"2539",2008,"5 to 9","Female","Asthma",0.8
"2542",2005,"10 to 14","Male","Asthma",0.8
"2547",2006,"1 to 4","Male","Asthma",0.7
"2550",2013,"30 to 34","Male","Asthma",0.7
"2551",2012,"10 to 14","Female","Asthma",1.1
"2555",2004,"20 to 24","Male","Asthma",0.7
"2558",2005,"15 to 19","Male","Asthma",1
"2559",2005,"15 to 19","Female","Asthma",1.2
"2560",2005,"20 to 24","Male","Asthma",1.6
"2562",2010,"30 to 34","Male","Asthma",0.7
"2564",2011,"5 to 9","Female","Asthma",0.9
"2571",2004,"15 to 19","Female","Asthma",1.2
"2581",2011,"25 to 29","Female","Asthma",1.7
"2582",2009,"10 to 14","Male","Asthma",0.8
"2583",2011,"30 to 34","Male","Asthma",2.3
"2588",2013,"65 to 69","Male","Asthma",16831.5
"2590",2010,"25 to 29","Male","Asthma",2.7
"2591",2010,"35 to 39","Male","Asthma",1.3
"2593",2011,"20 to 24","Female","Asthma",1.2
"2594",2011,"25 to 29","Male","Asthma",2.7
"2597",2004,"15 to 19","Male","Asthma",1
"2600",2013,"60 to 64","Female","Asthma",13248.4
"2601",2010,"25 to 29","Male","Asthma",1
"2602",2005,"20 to 24","Female","Asthma",1.4
"2603",2005,"30 to 34","Male","Asthma",2.5
"2605",2005,"70 to 74","Male","Asthma",15697.5
"2609",2008,"10 to 14","Male","Asthma",0.8
"2612",2011,"10 to 14","Female","Asthma",1.1
"2613",2010,"20 to 24","Female","Asthma",0.6
"2614",2008,"10 to 14","Female","Asthma",1
"2615",2008,"15 to 19","Male","Asthma",0.8
"2616",2010,"30 to 34","Female","Asthma",1
"2617",2004,"1 to 4","Female","Asthma",0.7
"2619",2005,"70 to 74","Female","Asthma",16979.6
"2620",2011,"20 to 24","Male","Asthma",1.5
"2621",2011,"10 to 14","Male","Asthma",0.6
"2623",2011,"15 to 19","Male","Asthma",0.5
"2624",2004,"10 to 14","Female","Asthma",1.3
"2625",2010,"20 to 24","Male","Asthma",0.7
"2626",2013,"65 to 69","Female","Asthma",15169.5
"2627",2008,"15 to 19","Female","Asthma",1
"2628",2011,"15 to 19","Female","Asthma",0.6
"2629",2005,"65 to 69","Female","Asthma",14212.3
"2632",2004,"5 to 9","Male","Asthma",0.8
